"","Protein.Group","Protein.ID","Accession","X.10lgP","Coverage....","Coverage.....Sample.1","Coverage.....Sample.2","Coverage.....Sample.3","Coverage.....Sample.4","Coverage.....Sample.5","Coverage.....Sample.6","Coverage.....Sample.7","Coverage.....Sample.8","Coverage.....Sample.9","Coverage.....Sample.10","Coverage.....Sample.11","Coverage.....Sample.12","Coverage.....Sample.13","Coverage.....Sample.14","Coverage.....Sample.15","Coverage.....Sample.16","Coverage.....Sample.17","Coverage.....Sample.18","Coverage.....Sample.19","Coverage.....Sample.20","Coverage.....Sample.21","Coverage.....Sample.22","Coverage.....Sample.23","Coverage.....Sample.24","Coverage.....Sample.25","Coverage.....Sample.26","Coverage.....Sample.27","Coverage.....Sample.28","Coverage.....Sample.29","Coverage.....Sample.30","Coverage.....Sample.31","Coverage.....Sample.32","Coverage.....Sample.33","BT_1","BT_2","BT_3","BT_4","BT_5","BT_6","BT_7","BT_8","BT_9","BT_10","BT_11","BT_12","BT_13","BT_14","CJK_1","CJK_2","CJK_3","CJK_4","CJK_5","CJK_6","CJK_7","CJK_8","CJK_9","CJK_10","CJK_11","CJK_12","CJK_13","CJK_14","CJK_16","CJK_17","CJK_18","CJK_19","CJK_20","X.Peptides","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","X.Spec.Sample.6","X.Spec.Sample.7","X.Spec.Sample.8","X.Spec.Sample.9","X.Spec.Sample.10","X.Spec.Sample.11","X.Spec.Sample.12","X.Spec.Sample.13","X.Spec.Sample.14","X.Spec.Sample.15","X.Spec.Sample.16","X.Spec.Sample.17","X.Spec.Sample.18","X.Spec.Sample.19","X.Spec.Sample.20","X.Spec.Sample.21","X.Spec.Sample.22","X.Spec.Sample.23","X.Spec.Sample.24","X.Spec.Sample.25","X.Spec.Sample.26","X.Spec.Sample.27","X.Spec.Sample.28","X.Spec.Sample.29","X.Spec.Sample.30","X.Spec.Sample.31","X.Spec.Sample.32","X.Spec.Sample.33","PTM","Avg..Mass","Description...",Gene_id
"1",10,181,"Q09666|AHNK_HUMAN",585.27,73,56,52,56,50,55,56,56,54,52,48,52,50,58,53,43,24,49,41,48,36,51,36,49,43,51,37,36,40,32,42,42,32,45,3208900000,2374900000,2880800000,1909900000,3236700000,3255400000,3441100000,2.948e+09,2548700000,1770600000,2411100000,2.038e+09,3105200000,2409800000,2296400000,201810000,5520600000,1276900000,3526700000,1.872e+09,5389500000,1.107e+09,5.859e+09,3463400000,7258500000,1182700000,2700500000,2351600000,1754100000,1.479e+09,1692100000,595420000,1666300000,475,475,628,506,478,405,590,506,572,538,488,399,432,459,606,522,333,161,455,301,444,297,503,329,489,418,516,272,370,266,226,330,302,231,334,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",629114,"Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2",AHNAK
"2421",2234,4544,"Q8WUA2|PPIL4_HUMAN",98.07,8,4,4,4,4,4,4,4,4,8,4,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3572800,607930,4130200,1019000,2959900,2605000,2192800,2139600,2358500,1978600,1944900,1303000,1448700,1339600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,1,1,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deamidation (NQ); Acetylation (Protein N-term)",57225,"Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1;;",GMPR
"2422",1991,7544,"Q9NRX5|SERC1_HUMAN",98.03,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,4,7,0,7,7,7,0,7,4,3,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502070,NA,NA,NA,4226700,NA,3256200,0,6007900,NA,5119400,1082500,8746800,NA,1020700,970700,509290,367420,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,1,3,0,3,2,6,0,3,1,1,1,0,0,0,"",50495,"Serine incorporator 1 OS=Homo sapiens OX=9606 GN=SERINC1 PE=1 SV=1;;;",ATOX1
"2423",2275,3809,"Q9H0W8|SMG9_HUMAN",98.02,21,0,0,3,0,0,0,0,5,0,8,0,0,0,0,8,3,8,3,3,3,3,0,0,3,8,3,0,0,3,3,3,0,0,NA,NA,1441600,NA,NA,NA,NA,366410,NA,1789700,NA,NA,NA,NA,6438000,956180,4024100,1849400,2620100,3321500,2747200,NA,NA,2180600,3686500,1658000,NA,NA,3487300,144470,3018000,NA,NA,4,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,3,1,3,1,3,0,0,1,3,2,0,0,1,1,1,0,0,"Deamidation (NQ)",57651,"Protein SMG9 OS=Homo sapiens OX=9606 GN=SMG9 PE=1 SV=1;;;",CRADD
"2424",2926,1809,"P35658|NU214_HUMAN",98.01,5,1,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,1433500,414230,174130,NA,0,NA,NA,NA,1228300,NA,0,NA,412710,NA,NA,NA,NA,275740,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,6,6,1,0,2,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"Deamidation (NQ)",213618,"Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2;;;",RBP1
"2425",2630,2162,"Q9UNK0|STX8_HUMAN",97.97,29,0,8,7,0,0,11,0,7,0,0,0,7,0,0,0,0,6,3,0,0,14,0,14,0,14,0,0,0,0,0,0,0,0,NA,103850,611510,NA,NA,1334400,NA,430530,NA,NA,NA,281150,NA,NA,NA,NA,1742900,146230,NA,NA,1019600,NA,657390,NA,2611700,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,"Deamidation (NQ)",26907,"Syntaxin-8 OS=Homo sapiens OX=9606 GN=STX8 PE=1 SV=2;;;",FAM162A
"2426",3008,2350,"P23921|RIR1_HUMAN",97.95,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,2,0,2,0,4,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377840,NA,NA,NA,2304800,NA,0,NA,NA,NA,0,NA,671170,NA,4345000,509050,NA,2240900,NA,NA,NA,NA,NA,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,3,1,0,1,0,0,0,0,0,"Deamidation (NQ)",90070,"Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1;;;",RPL36
"2427",2547,2674,"Q6ZSR9|YJ005_HUMAN",97.86,15,0,5,5,3,5,5,8,8,0,5,8,5,5,0,0,0,3,0,3,5,0,0,0,5,3,0,0,0,0,0,0,4,0,NA,200990,857480,248130,1084700,856740,1603600,1260700,NA,341820,1319800,0,0,NA,NA,NA,609160,NA,514170,0,NA,NA,NA,495460,4019700,NA,NA,NA,NA,NA,NA,0,NA,4,4,0,1,1,1,1,1,3,2,0,1,2,1,1,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,"Deamidation (NQ); Acetylation (Protein N-term)",37976,"Uncharacterized protein FLJ45252 OS=Homo sapiens OX=9606 PE=2 SV=2;;",GNL1
"2428",2062,3116,"P21810|PGS1_HUMAN",97.63,24,7,9,7,7,7,7,3,0,0,0,7,2,9,0,9,0,3,7,3,0,3,0,3,0,7,0,3,3,0,0,0,0,3,161120000,1964600,2378100,186960000,3475600,3898600,0,NA,NA,NA,1521500,437120,127810000,NA,4280500,NA,5265300,6331400,3100000,NA,2656000,NA,44950000,NA,156840000,NA,719730,1444400,NA,NA,NA,NA,3366800,7,7,2,2,1,4,1,1,1,0,0,0,1,1,2,0,3,0,2,3,2,0,1,0,2,0,4,0,2,1,0,0,0,0,3,"Carboxymethyl; Deamidation (NQ)",41654,"Biglycan OS=Homo sapiens OX=9606 GN=BGN PE=1 SV=2;;",AP3B2
"2429",2803,2719,"Q9BWF3|RBM4_HUMAN",97.54,45,2,0,12,0,7,0,2,0,2,0,2,2,0,0,0,0,9,18,2,9,2,0,5,0,7,0,11,2,5,11,0,5,8,5549700,NA,848780,NA,3316300,NA,366810,NA,403070,NA,2847300,2775800,NA,NA,NA,NA,3238000,2723400,387300,0,0,NA,5534800,NA,20714000,NA,853630,709530,5171000,1049400,NA,158190,0,11,11,1,0,2,0,3,0,1,0,1,0,1,1,0,0,0,0,2,4,1,1,1,0,2,0,4,0,2,1,3,2,0,2,1,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",40314,"RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;",CETN2
"2430",2648,2652,"Q6XZF7|DNMBP_HUMAN",97.5,11,2,1,1,0,2,1,0,1,2,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1341700,85432,660610,NA,647880,123810,NA,0,11839000,583750,NA,NA,NA,NA,NA,NA,3602100,3850500,NA,NA,NA,0,NA,NA,NA,NA,NA,9140500,NA,NA,5202500,NA,303240,12,12,2,1,1,0,2,1,0,1,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",177346,"Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1;",EPDR1
"2431",1486,4036,"Q9UI15|TAGL3_HUMAN",97.42,13,13,7,13,13,13,13,13,13,7,13,13,13,13,7,0,0,0,0,7,0,0,0,0,0,7,0,0,7,7,7,7,0,7,7646100,NA,0,7127200,8900900,4040900,9778100,8892700,NA,9291200,9908900,5578800,9944400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,3,7,4,9,4,2,5,1,5,2,2,8,4,0,0,0,0,3,0,0,0,0,0,1,0,0,1,2,3,1,0,1,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",22473,"Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2;",NMT2
"2432",1739,2563,"O60502|OGA_HUMAN",97.26,9,4,0,4,4,4,1,4,3,4,1,1,1,1,1,1,1,5,5,5,1,1,0,1,1,5,0,1,1,1,1,1,1,4,1382600,NA,3830800,1429000,2637600,819570,1461700,1112900,1764300,629650,1583000,673680,608760,781000,676290,353440,6334400,1295800,5543000,3255100,1034300,NA,812950,896180,7587900,NA,229940,1178400,678330,940700,1704400,1159500,2927000,8,8,2,0,3,3,2,1,3,2,3,1,2,1,1,1,1,1,5,3,3,1,2,0,1,1,3,0,1,1,1,1,2,2,3,"Carboxymethyl; Deamidation (NQ)",102915,"Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2;;",PNMA2
"2433",2068,2513,"Q99614|TTC1_HUMAN",97.26,32,3,3,4,10,3,3,0,3,0,3,0,3,3,5,8,4,8,8,8,8,8,8,8,4,4,3,8,4,0,3,11,3,3,447420,353290,640530,978380,1017100,783270,NA,824310,NA,1130900,NA,505420,513670,2044300,9109700,326980,12882000,2173100,8043600,5630300,9397800,3398100,34802000,1909800,6256300,3846200,6072500,1848500,NA,5131200,9495000,4078300,6062400,7,7,1,1,1,3,2,2,0,1,0,2,0,2,1,3,2,1,3,2,3,3,2,3,4,1,1,1,2,1,0,2,2,3,1,"Deamidation (NQ)",33526,"Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1;;;",AAK1
"2434",3130,2817,"Q9Y399|RT02_HUMAN",97.18,31,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,7,0,0,0,0,0,0,4,0,3,0,0,0,7,NA,NA,1103400,NA,NA,NA,NA,NA,149170,NA,NA,NA,NA,NA,0,NA,NA,NA,141500,3027900,NA,NA,NA,NA,NA,NA,1264900,NA,2469700,NA,NA,NA,675960,7,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",33249,"28S ribosomal protein S2  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1;",PRELP
"2435",2615,2288,"Q9UK41|VPS28_HUMAN",97.14,43,11,13,29,11,13,0,11,0,0,0,11,0,11,0,13,0,17,11,0,17,0,0,11,5,0,11,0,11,11,0,0,0,5,546200,1496800,2995400,357470,0,NA,762430,NA,NA,NA,1116600,NA,624960,NA,80903000,NA,4966500,2083600,NA,1351500,NA,NA,6353500,103280,NA,1197600,NA,5817600,2762800,NA,NA,NA,0,6,6,2,1,3,1,1,0,1,0,0,0,1,0,1,0,2,0,2,2,0,2,0,0,1,1,0,1,0,1,1,0,0,0,1,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term)",25425,"Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens OX=9606 GN=VPS28 PE=1 SV=1;",PXMP2
"2436",3183,2357,"O00178|GTPB1_HUMAN",97.11,9,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,723990,NA,NA,NA,NA,NA,1445900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"",72454,"GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3;;;",COG5
"2437",2903,3617,"Q8WUX9|CHMP7_HUMAN",97.1,21,0,7,0,0,0,3,0,0,0,0,2,0,0,4,6,0,4,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,4,NA,0,NA,NA,NA,327470,NA,NA,NA,NA,224240,NA,NA,289940,1864000,NA,1184000,NA,704620,NA,NA,NA,NA,NA,NA,NA,NA,6548000,1654000,NA,NA,NA,412940,7,7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"Deamidation (NQ)",50911,"Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1;;;",SPTBN4
"2438",3166,2794,"Q13595|TRA2A_HUMAN",97.08,16,5,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,5,2,0,5,810980,NA,NA,NA,676990,1169200,NA,364030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175000,NA,0,NA,1568500,NA,NA,NA,1078000,15451000,NA,2117900,4,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,"Deamidation (NQ); Oxidation (M)",32689,"Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1;;",TNFRSF11B
"2439",3140,5855,"Q96GC5|RM48_HUMAN",97.08,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,720270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4137200,NA,NA,834370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622620,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Deamidation (NQ); Acetylation (Protein N-term)",23935,"39S ribosomal protein L48  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL48 PE=1 SV=2;;",SLC25A22
"2440",2696,3229,"P41236|IPP2_HUMAN",97.07,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,7,7,0,13,0,7,0,7,0,10,0,0,NA,NA,NA,1062000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2486000,NA,0,NA,1055500,203040,1423700,NA,7124400,NA,1558300,NA,0,NA,740800,NA,NA,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0,1,0,0,"Deamidation (NQ)",23015,"Protein phosphatase inhibitor 2 OS=Homo sapiens OX=9606 GN=PPP1R2 PE=1 SV=2;;;",CDH2
"2441",2696,4537,"Q6NXS1|IPP2B_HUMAN",97.07,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,7,7,0,13,0,7,0,7,0,0,0,0,NA,NA,NA,1062000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2486000,NA,0,NA,1055500,203040,1423700,NA,7124400,NA,1558300,NA,0,NA,NA,NA,NA,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0,0,0,0,"Deamidation (NQ)",23106,"Protein phosphatase inhibitor 2 family member B OS=Homo sapiens OX=9606 GN=PPP1R2B PE=1 SV=2;;;",RAB4B
"2442",2960,2930,"Q6EMK4|VASN_HUMAN",97.02,13,5,0,0,4,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2744900,NA,NA,289440,7346700,4391200,1607500,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,4,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Deamidation (NQ)",71713,"Vasorin OS=Homo sapiens OX=9606 GN=VASN PE=1 SV=1;;;",RAB4A
"2443",2548,1815,"Q9Y5K5|UCHL5_HUMAN",96.84,29,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,2,11,0,0,7,4,7,2,8,0,3,NA,NA,NA,153750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662000,393400,NA,1280600,NA,NA,184070,4795200,NA,NA,2474100,7140800,3650100,184080,8540700,NA,67221,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4,0,0,2,1,2,1,4,0,1,"Deamidation (NQ)",37607,"Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3;;;",EXOC8
"2444",3102,2914,"Q96L93|KI16B_HUMAN",96.81,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0,0,NA,NA,NA,385620,30993,NA,NA,NA,NA,NA,NA,NA,195510,NA,1062500,NA,NA,NA,4673000,NA,NA,NA,NA,NA,NA,1241000,NA,NA,NA,1119600,NA,NA,NA,6,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,2,0,1,3,1,2,1,1,0,0,"Deamidation (NQ)",152011,"Kinesin-like protein KIF16B OS=Homo sapiens OX=9606 GN=KIF16B PE=1 SV=2;;;",IKBKB
"2445",2801,2027,"P42356|PI4KA_HUMAN",96.69,10,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,1062700,490420,NA,789300,NA,NA,NA,359080,NA,249780,NA,324150,NA,NA,NA,NA,4213500,560140,1690800,1749600,4090500,NA,NA,1555700,NA,NA,6129900,3449400,2873400,1265500,4900200,1062800,1213700,13,13,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4,1,1,1,1,0,0,1,0,0,1,3,1,2,5,1,1,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",236828,"Phosphatidylinositol 4-kinase alpha OS=Homo sapiens OX=9606 GN=PI4KA PE=1 SV=4;",ACOX1
"2446",2467,4086,"O14494|PLPP1_HUMAN",96.62,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,7,10,7,10,0,3,0,0,0,3,0,13,7,7,7,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,797260,4763500,382770,1435000,6430800,NA,2497800,NA,NA,NA,977980,NA,2008900,499300,1691600,1623700,NA,NA,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,0,1,0,0,0,1,0,3,1,1,1,0,0,"Deamidation (NQ)",32156,"Phospholipid phosphatase 1 OS=Homo sapiens OX=9606 GN=PLPP1 PE=1 SV=1;;;",ZPR1
"2447",2823,2500,"O95786|DDX58_HUMAN",96.62,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,7,0,0,0,3,3,1,1,0,0,NA,NA,NA,1023200,NA,NA,NA,NA,NA,NA,657520,NA,NA,NA,232570,NA,NA,NA,2288200,160630,NA,NA,NA,4393700,NA,NA,NA,2999600,907770,655130,2833300,NA,NA,8,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,2,2,1,1,0,0,"Oxidation (M)",106600,"Antiviral innate immune response receptor RIG-I OS=Homo sapiens OX=9606 GN=DDX58 PE=1 SV=2;;;",MRPL53
"2448",2567,2625,"P61225|RAP2B_HUMAN",96.55,22,0,0,0,0,8,7,7,0,0,0,0,6,0,0,0,6,0,7,0,14,0,0,0,7,7,8,7,6,6,0,0,0,0,NA,NA,NA,NA,0,89605,84477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311730,NA,1367600,NA,NA,NA,0,1349000,945150,0,NA,NA,NA,NA,NA,NA,4,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,1,1,1,2,1,1,0,0,0,0,"",20504,"Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1;;;",CAPS
"2449",2308,2440,"O75251|NDUS7_HUMAN",96.53,42,13,0,9,7,7,11,0,0,0,0,0,0,0,4,0,0,7,4,7,23,5,0,13,13,7,0,7,0,0,0,7,0,11,698720,NA,851440,0,0,1889400,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,7801900,712610,NA,1152700,3409900,10355000,NA,1080300,NA,NA,NA,7290600,NA,3590900,7,7,2,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,0,1,1,2,0,1,0,0,0,1,0,2,"Carboxymethyl; Acetylation (Protein N-term)",23564,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=3;;",SUN1
"2450",2279,5397,"Q9Y478|AAKB1_HUMAN",96.42,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,6,6,0,0,7,7,18,0,7,6,0,NA,NA,NA,NA,1362700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5941600,1835700,NA,8597900,NA,NA,1718600,6955000,NA,NA,1554200,8752800,4564100,NA,12067000,1443400,NA,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,1,3,0,0,1,3,5,0,4,1,0,"Deamidation (NQ)",30382,'"5''-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens OX=9606 GN=PRKAB1 PE=1 SV=4;;;"',TGOLN2
"2451",2673,3056,"P35869|AHR_HUMAN",96.42,6,4,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,1,0,2,2,0,0,0,0,0,2754300,NA,NA,NA,2532200,1197900,NA,NA,NA,NA,NA,220640,NA,NA,NA,NA,773250,NA,652550,NA,NA,NA,1123800,NA,2532500,NA,841780,1391700,NA,NA,NA,NA,NA,4,4,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,2,0,2,1,0,0,0,0,0,"Deamidation (NQ)",96147,"Aryl hydrocarbon receptor OS=Homo sapiens OX=9606 GN=AHR PE=1 SV=2;;;",GLMN
"2452",2001,2378,"Q8NF37|PCAT1_HUMAN",96.38,15,3,8,3,3,5,3,3,6,3,3,3,3,5,3,3,0,0,3,2,0,0,0,0,2,2,0,0,6,0,0,3,0,3,1552400,1235500,1145200,2139600,1333200,2374100,1073400,2552900,930270,1087900,1262700,1065700,756050,840880,87514,NA,NA,0,0,NA,NA,NA,NA,5438600,428870,NA,NA,10992000,NA,NA,159210,NA,438610,7,7,2,3,1,2,2,2,1,2,2,1,1,1,2,1,2,0,0,1,1,0,0,0,0,2,1,0,0,2,0,0,1,0,1,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",59151,"Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2;",HMGN2
"2453",2218,2043,"Q92609|TBCD5_HUMAN",96.35,14,4,4,0,4,4,4,4,0,4,0,4,4,4,0,1,0,8,4,4,4,0,0,4,0,0,5,1,0,0,4,4,0,8,2442600,869270,NA,2177700,3151200,3409200,1790800,NA,2145800,NA,1388300,973400,814960,NA,1750500,NA,183580,356410,0,913760,NA,NA,1339500,NA,NA,1385100,3113400,NA,NA,430820,223720,NA,954470,6,6,2,1,0,2,1,1,1,0,2,0,1,1,2,0,1,0,2,3,1,1,0,0,1,0,0,2,1,0,0,1,1,0,4,"Deamidation (NQ); Acetylation (Protein N-term)",89004,"TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1;;",MTX2
"2454",2252,2278,"Q9Y4F1|FARP1_HUMAN",96.25,13,2,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,3,3,3,2,0,0,474280,NA,NA,NA,NA,NA,NA,NA,5673100,NA,0,7885100,NA,NA,3578300,NA,14633000,NA,2142600,3011200,1647100,NA,3086900,7720000,2232500,NA,NA,3397200,8830900,2886900,3376100,NA,NA,10,10,2,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,4,0,2,2,1,0,1,3,1,0,0,2,4,2,3,0,0,"Deamidation (NQ); Acetylation (Protein N-term)",118633,"FERM  ARHGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FARP1 PE=1 SV=1;;",MGAT1
"2455",2140,2866,"Q06136|KDSR_HUMAN",96.19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,7,0,8,0,0,0,7,0,7,7,4,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594800,1379600,NA,2970800,NA,5980200,NA,2744700,NA,NA,NA,1908700,NA,4802800,4509700,12622000,8118500,3469500,6071900,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,4,0,0,0,2,0,4,3,3,3,3,3,"Carboxymethyl; Deamidation (NQ)",36187,"3-ketodihydrosphingosine reductase OS=Homo sapiens OX=9606 GN=KDSR PE=1 SV=1;;",F3
